backend,case_id,view_code,duration_sec,returncode,elapsed_sec,transcript_segments,transcript_non_empty,placeholder,source,transcript_path,log_path
whisper,rear__258208,rear,20.233,3221226505,9.52,1,1,0,whisper:small,output/asr_ablation/random6_small_cuda_retry_failed2/whisper/rear/rear__258208/transcript.jsonl,paper_experiments/run_logs/asr_ablation_random6_small_cuda_retry_failed2/whisper_01_rear__258208.log
whisper,top1__0968,top1,3.8,3221226505,8.01,1,1,0,whisper:small,output/asr_ablation/random6_small_cuda_retry_failed2/whisper/top1/top1__0968/transcript.jsonl,paper_experiments/run_logs/asr_ablation_random6_small_cuda_retry_failed2/whisper_02_top1__0968.log
